index,n,step,batch,n_shots,device,task_id,completion_time,x00000,x00001,x00010,x00011,x00100,x00101,x00110,x00111,x01000,x01001,x01010,x01011,x01100,x01101,x01110,x01111,x10000,x10001,x10010,x10011,x10100,x10101,x10110,x10111,x11000,x11001,x11010,x11011,x11100,x11101,x11110,x11111
48,5,49,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/4322ed13-9a31-45ff-a4c4-147c3a898404,2025-08-07T16:44:32.390Z,0.3876953125,0.025390625,0.00390625,0.001953125,0.0244140625,0.001953125,0.0029296875,0.0048828125,0.0068359375,0.001953125,0.001953125,0.0009765625,0.0078125,0.001953125,0.0048828125,0.009765625,0.015625,0.0029296875,0.001953125,0.0048828125,0.00390625,0.00390625,0.00390625,0.0234375,0.001953125,0.0029296875,0.0009765625,0.01171875,0.0029296875,0.015625,0.0224609375,0.3916015625
49,5,50,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/599b6cba-9009-43ac-8c6d-742febbcbead,2025-08-07T16:44:33.440Z,0.359375,0.0224609375,0.017578125,0.0,0.037109375,0.001953125,0.0009765625,0.00390625,0.021484375,0.0078125,0.00390625,0.001953125,0.00390625,0.0009765625,0.0078125,0.0146484375,0.0107421875,0.0029296875,0.0009765625,0.001953125,0.0009765625,0.00390625,0.0087890625,0.0205078125,0.005859375,0.00390625,0.00390625,0.0185546875,0.001953125,0.0205078125,0.0224609375,0.3662109375
50,5,51,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/9de50793-617e-412f-896a-da1a4bbb75af,2025-08-07T16:44:34.318Z,0.4296875,0.0166015625,0.0078125,0.0029296875,0.017578125,0.00390625,0.0048828125,0.0,0.0166015625,0.0048828125,0.0009765625,0.0009765625,0.0048828125,0.00390625,0.00390625,0.0087890625,0.0068359375,0.001953125,0.0,0.00390625,0.001953125,0.00390625,0.0078125,0.01171875,0.00390625,0.001953125,0.00390625,0.0107421875,0.0029296875,0.013671875,0.0283203125,0.3681640625
51,5,52,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/a57e5d6e-825d-4ae1-a3f4-16f66670b680,2025-08-07T16:44:35.008Z,0.4072265625,0.0205078125,0.0078125,0.0029296875,0.0244140625,0.0029296875,0.0029296875,0.0,0.0126953125,0.0078125,0.00390625,0.00390625,0.0029296875,0.0009765625,0.0068359375,0.013671875,0.013671875,0.0029296875,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0048828125,0.0166015625,0.001953125,0.0029296875,0.001953125,0.0107421875,0.001953125,0.015625,0.0244140625,0.3759765625
52,5,53,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/ec44b5d4-5916-4265-aea4-1f55217b5fa2,2025-08-07T16:44:35.864Z,0.4130859375,0.0205078125,0.01171875,0.001953125,0.0244140625,0.0009765625,0.00390625,0.0009765625,0.01171875,0.00390625,0.001953125,0.001953125,0.0048828125,0.0009765625,0.0078125,0.0166015625,0.0185546875,0.00390625,0.0009765625,0.0,0.0,0.00390625,0.0078125,0.0234375,0.0029296875,0.00390625,0.0009765625,0.0166015625,0.005859375,0.0126953125,0.0263671875,0.3447265625
53,5,54,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/087fb40e-f254-436b-8100-b28746e597e1,2025-08-07T16:44:36.764Z,0.390625,0.017578125,0.01171875,0.0009765625,0.0205078125,0.0029296875,0.00390625,0.0029296875,0.009765625,0.005859375,0.0009765625,0.0,0.009765625,0.0,0.0048828125,0.0205078125,0.015625,0.001953125,0.0,0.0009765625,0.001953125,0.0009765625,0.009765625,0.01171875,0.005859375,0.00390625,0.0029296875,0.0205078125,0.005859375,0.0146484375,0.025390625,0.375
54,5,55,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/18af7640-80ef-4c89-a9f5-205a05735788,2025-08-07T16:44:37.804Z,0.4111328125,0.0234375,0.0107421875,0.00390625,0.02734375,0.0009765625,0.0048828125,0.001953125,0.009765625,0.00390625,0.0009765625,0.00390625,0.0087890625,0.0009765625,0.0029296875,0.0146484375,0.01171875,0.00390625,0.00390625,0.001953125,0.0009765625,0.0009765625,0.0107421875,0.009765625,0.0078125,0.0009765625,0.001953125,0.021484375,0.0029296875,0.015625,0.02734375,0.34765625
55,5,56,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/17464f21-5cf2-44f2-95ab-3785d7faaefd,2025-08-07T16:44:38.782Z,0.376953125,0.017578125,0.0078125,0.001953125,0.021484375,0.0029296875,0.0,0.001953125,0.015625,0.0068359375,0.0009765625,0.0009765625,0.00390625,0.0009765625,0.0029296875,0.0205078125,0.01953125,0.0029296875,0.0,0.001953125,0.0009765625,0.0009765625,0.013671875,0.029296875,0.001953125,0.0048828125,0.001953125,0.0234375,0.0068359375,0.0126953125,0.0283203125,0.3671875
56,5,57,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/d878c664-5893-4f46-a038-5f1a162100c4,2025-08-07T16:44:39.589Z,0.4072265625,0.009765625,0.0068359375,0.001953125,0.0234375,0.0029296875,0.00390625,0.001953125,0.0126953125,0.0068359375,0.001953125,0.001953125,0.0107421875,0.0048828125,0.005859375,0.0166015625,0.0078125,0.0048828125,0.0029296875,0.001953125,0.0,0.001953125,0.013671875,0.0166015625,0.0068359375,0.0029296875,0.0,0.025390625,0.0078125,0.013671875,0.02734375,0.3466796875
57,5,58,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/0a2e148d-1748-46ae-b379-46d3ad21d5e6,2025-08-07T16:44:40.630Z,0.40625,0.0263671875,0.0078125,0.0009765625,0.0107421875,0.0009765625,0.00390625,0.0029296875,0.017578125,0.00390625,0.0029296875,0.0,0.0068359375,0.0029296875,0.001953125,0.0146484375,0.013671875,0.0029296875,0.0,0.0009765625,0.001953125,0.0009765625,0.0078125,0.017578125,0.0107421875,0.001953125,0.0029296875,0.01953125,0.0048828125,0.017578125,0.03125,0.3544921875
58,5,59,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/bf736aa0-033b-4e8f-9a03-b1aea249946b,2025-08-07T16:44:41.656Z,0.400390625,0.0146484375,0.0087890625,0.0009765625,0.0185546875,0.0009765625,0.0048828125,0.0048828125,0.0224609375,0.00390625,0.0029296875,0.001953125,0.0048828125,0.0,0.005859375,0.015625,0.015625,0.0048828125,0.0009765625,0.0029296875,0.0009765625,0.001953125,0.0078125,0.021484375,0.0048828125,0.00390625,0.0029296875,0.0126953125,0.005859375,0.009765625,0.0244140625,0.3671875
59,5,60,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/962c0be8-6af0-41ab-b6da-f09b700fb8e6,2025-08-07T16:44:42.271Z,0.369140625,0.021484375,0.0068359375,0.001953125,0.025390625,0.001953125,0.001953125,0.00390625,0.005859375,0.0068359375,0.0009765625,0.001953125,0.005859375,0.0,0.0048828125,0.01953125,0.01171875,0.009765625,0.0029296875,0.00390625,0.0,0.001953125,0.00390625,0.017578125,0.0078125,0.00390625,0.0029296875,0.017578125,0.001953125,0.015625,0.0244140625,0.3955078125
60,5,61,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/002e2c40-1e74-4477-b1b1-8a44573f3f5a,2025-08-07T16:44:43.010Z,0.404296875,0.0166015625,0.015625,0.00390625,0.0224609375,0.0009765625,0.001953125,0.001953125,0.0146484375,0.0087890625,0.001953125,0.0009765625,0.0087890625,0.0009765625,0.001953125,0.0146484375,0.013671875,0.00390625,0.0029296875,0.001953125,0.0009765625,0.0009765625,0.00390625,0.017578125,0.0048828125,0.0009765625,0.0048828125,0.0166015625,0.0009765625,0.0146484375,0.0244140625,0.3662109375
61,5,62,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/fa4c5022-b358-48e7-9f7c-8c91b8e618b5,2025-08-07T16:44:43.868Z,0.40625,0.0205078125,0.005859375,0.001953125,0.0205078125,0.0,0.001953125,0.0029296875,0.01171875,0.00390625,0.001953125,0.0009765625,0.009765625,0.0048828125,0.0048828125,0.0126953125,0.0146484375,0.0048828125,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.0087890625,0.013671875,0.0048828125,0.0048828125,0.0009765625,0.0205078125,0.0078125,0.017578125,0.033203125,0.3525390625
62,5,63,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/e519f0c8-b618-451a-983d-d9d3b629088a,2025-08-07T16:44:44.729Z,0.419921875,0.0146484375,0.0068359375,0.001953125,0.0224609375,0.0009765625,0.0029296875,0.00390625,0.01953125,0.0029296875,0.0,0.001953125,0.005859375,0.0009765625,0.0087890625,0.015625,0.01953125,0.00390625,0.0009765625,0.0048828125,0.0009765625,0.0029296875,0.009765625,0.0224609375,0.00390625,0.0029296875,0.001953125,0.0146484375,0.00390625,0.0078125,0.03515625,0.3349609375
63,5,64,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/5c9b471c-9ca4-48d0-bf74-3f0d3c0fce05,2025-08-07T16:44:45.432Z,0.3994140625,0.025390625,0.0087890625,0.0009765625,0.025390625,0.0029296875,0.0029296875,0.0009765625,0.0126953125,0.009765625,0.0,0.0,0.0048828125,0.0009765625,0.0126953125,0.0185546875,0.0078125,0.001953125,0.001953125,0.0,0.0009765625,0.0048828125,0.0078125,0.015625,0.0048828125,0.005859375,0.0,0.0224609375,0.0068359375,0.013671875,0.0322265625,0.3466796875
64,5,65,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/0e4f2c5d-ebc6-4c33-b369-52390d463c9a,2025-08-07T16:44:46.482Z,0.421875,0.0302734375,0.013671875,0.001953125,0.01171875,0.0009765625,0.001953125,0.0009765625,0.0146484375,0.0009765625,0.0,0.0029296875,0.0107421875,0.001953125,0.00390625,0.0087890625,0.013671875,0.0029296875,0.0,0.001953125,0.00390625,0.0009765625,0.0048828125,0.015625,0.0087890625,0.001953125,0.0029296875,0.0126953125,0.005859375,0.0185546875,0.0322265625,0.345703125
65,5,66,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/03471f70-81be-4102-9975-704065d3413c,2025-08-07T16:44:47.272Z,0.4306640625,0.017578125,0.013671875,0.001953125,0.0263671875,0.0048828125,0.001953125,0.001953125,0.01953125,0.0078125,0.0009765625,0.0,0.005859375,0.0009765625,0.00390625,0.0146484375,0.0224609375,0.0,0.0009765625,0.0,0.001953125,0.0009765625,0.0107421875,0.01953125,0.00390625,0.005859375,0.0009765625,0.0185546875,0.0068359375,0.0078125,0.0283203125,0.318359375
66,5,67,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/99f7bf9a-9382-4c61-86e8-c3d7f582b3d0,2025-08-07T16:44:48.048Z,0.4189453125,0.017578125,0.0087890625,0.0,0.021484375,0.0009765625,0.001953125,0.001953125,0.0166015625,0.00390625,0.0009765625,0.0,0.0029296875,0.0068359375,0.0029296875,0.013671875,0.021484375,0.0068359375,0.001953125,0.001953125,0.0009765625,0.0048828125,0.0048828125,0.0224609375,0.0048828125,0.0029296875,0.00390625,0.0107421875,0.0029296875,0.0166015625,0.033203125,0.33984375
67,5,68,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/0b5468c8-6a94-4a0f-8ecd-4cbdcf063990,2025-08-07T16:44:48.869Z,0.3994140625,0.0146484375,0.009765625,0.0009765625,0.0234375,0.0,0.00390625,0.0048828125,0.0166015625,0.0029296875,0.0,0.001953125,0.005859375,0.0029296875,0.0078125,0.0146484375,0.0146484375,0.0,0.0029296875,0.001953125,0.0009765625,0.00390625,0.009765625,0.01953125,0.00390625,0.001953125,0.0029296875,0.01953125,0.00390625,0.0185546875,0.017578125,0.3681640625
68,5,69,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/21e35fde-e9d5-4e1b-8c95-2e613ab1fb10,2025-08-07T16:44:50.051Z,0.4130859375,0.0185546875,0.009765625,0.0009765625,0.0146484375,0.0009765625,0.001953125,0.0,0.0107421875,0.001953125,0.0029296875,0.0029296875,0.0068359375,0.0029296875,0.0068359375,0.0087890625,0.015625,0.005859375,0.0009765625,0.0048828125,0.0,0.0,0.0068359375,0.0283203125,0.001953125,0.001953125,0.0029296875,0.01953125,0.001953125,0.013671875,0.01953125,0.3720703125
69,5,70,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/09d72d0f-3ff1-4280-86bf-566d6b7a2868,2025-08-07T16:44:51.084Z,0.4189453125,0.01953125,0.0107421875,0.0029296875,0.0224609375,0.001953125,0.00390625,0.001953125,0.01171875,0.00390625,0.0009765625,0.0,0.00390625,0.0048828125,0.005859375,0.0107421875,0.0126953125,0.0068359375,0.0009765625,0.001953125,0.001953125,0.0009765625,0.0166015625,0.02734375,0.0048828125,0.0048828125,0.00390625,0.015625,0.0048828125,0.0146484375,0.0205078125,0.3369140625
70,5,71,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/35a42084-ecbc-4c74-a513-2500f48959e2,2025-08-07T16:44:51.857Z,0.4072265625,0.017578125,0.0087890625,0.0,0.0283203125,0.00390625,0.001953125,0.0,0.0166015625,0.00390625,0.0009765625,0.0,0.005859375,0.001953125,0.00390625,0.0244140625,0.01953125,0.0087890625,0.0009765625,0.001953125,0.0,0.0,0.0068359375,0.0244140625,0.0048828125,0.0009765625,0.0029296875,0.0166015625,0.0009765625,0.0166015625,0.0283203125,0.3408203125
71,5,72,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/1f436bc5-c5ad-46e2-8b61-08961dd497fc,2025-08-07T16:44:52.715Z,0.4248046875,0.0185546875,0.0078125,0.00390625,0.015625,0.001953125,0.0029296875,0.001953125,0.015625,0.00390625,0.0009765625,0.0009765625,0.00390625,0.0009765625,0.0048828125,0.0205078125,0.01171875,0.00390625,0.0029296875,0.00390625,0.001953125,0.001953125,0.0068359375,0.021484375,0.00390625,0.001953125,0.001953125,0.017578125,0.0048828125,0.01171875,0.0244140625,0.349609375
72,5,73,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/8d88128c-e253-42f3-b7f7-59f4413e5f1b,2025-08-07T16:44:53.483Z,0.4130859375,0.013671875,0.0107421875,0.0009765625,0.029296875,0.0009765625,0.001953125,0.001953125,0.0107421875,0.00390625,0.0009765625,0.0048828125,0.00390625,0.001953125,0.005859375,0.013671875,0.0166015625,0.001953125,0.0009765625,0.001953125,0.0029296875,0.0029296875,0.0068359375,0.0126953125,0.0029296875,0.00390625,0.001953125,0.0205078125,0.0029296875,0.0166015625,0.021484375,0.3642578125
73,5,74,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/93aed255-b63a-4467-bf5f-db1acbc675cb,2025-08-07T16:44:54.285Z,0.412109375,0.0146484375,0.0078125,0.0009765625,0.0263671875,0.0029296875,0.0,0.00390625,0.0146484375,0.0048828125,0.0048828125,0.0,0.0087890625,0.0009765625,0.0048828125,0.0146484375,0.015625,0.0029296875,0.0009765625,0.0009765625,0.0029296875,0.0,0.0068359375,0.0224609375,0.0048828125,0.00390625,0.0009765625,0.0146484375,0.0029296875,0.01171875,0.033203125,0.3525390625
74,5,75,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/0fe6494c-3207-4b48-9dc3-77110d783067,2025-08-07T16:44:55.287Z,0.3642578125,0.0107421875,0.0126953125,0.0009765625,0.0224609375,0.001953125,0.0048828125,0.0029296875,0.013671875,0.0048828125,0.0009765625,0.001953125,0.009765625,0.0009765625,0.0068359375,0.0126953125,0.009765625,0.0029296875,0.0,0.001953125,0.001953125,0.0029296875,0.009765625,0.0205078125,0.0048828125,0.00390625,0.001953125,0.02734375,0.0029296875,0.0166015625,0.0263671875,0.3935546875
75,5,76,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/dca326ac-435f-42ab-a5f5-5716552d47cd,2025-08-07T16:44:56.253Z,0.3876953125,0.0205078125,0.0068359375,0.0029296875,0.017578125,0.0009765625,0.00390625,0.001953125,0.0146484375,0.0029296875,0.0009765625,0.001953125,0.0078125,0.001953125,0.0087890625,0.0166015625,0.0078125,0.00390625,0.0009765625,0.0009765625,0.0009765625,0.0029296875,0.0126953125,0.0205078125,0.0068359375,0.00390625,0.001953125,0.0244140625,0.00390625,0.01171875,0.0341796875,0.3642578125
76,5,77,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/c5ab06c0-ee7f-4b99-a4f3-11da7c39ed8e,2025-08-07T16:44:56.919Z,0.39453125,0.01953125,0.009765625,0.0009765625,0.0224609375,0.0,0.0029296875,0.0009765625,0.0166015625,0.00390625,0.001953125,0.0009765625,0.0078125,0.0009765625,0.0068359375,0.01171875,0.017578125,0.0009765625,0.0,0.0009765625,0.001953125,0.0029296875,0.015625,0.0185546875,0.0087890625,0.00390625,0.0,0.013671875,0.0078125,0.0107421875,0.0224609375,0.3720703125
77,5,78,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/a166bed5-b3df-4d61-b641-84fea5bc6236,2025-08-07T16:44:57.747Z,0.3876953125,0.015625,0.0078125,0.0009765625,0.0224609375,0.0009765625,0.0029296875,0.005859375,0.017578125,0.005859375,0.0009765625,0.0,0.0068359375,0.0009765625,0.0068359375,0.013671875,0.013671875,0.0029296875,0.0029296875,0.001953125,0.0009765625,0.0009765625,0.0087890625,0.013671875,0.0068359375,0.00390625,0.00390625,0.0126953125,0.00390625,0.0146484375,0.0302734375,0.380859375
78,5,79,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/8ba66099-adf7-475c-9cbf-3218682ea796,2025-08-07T16:44:58.923Z,0.4091796875,0.0185546875,0.01171875,0.0,0.01953125,0.0009765625,0.0029296875,0.0029296875,0.0166015625,0.001953125,0.0029296875,0.001953125,0.0029296875,0.0,0.001953125,0.01171875,0.01171875,0.00390625,0.00390625,0.0029296875,0.0009765625,0.001953125,0.0166015625,0.017578125,0.005859375,0.0029296875,0.001953125,0.01171875,0.00390625,0.0166015625,0.0185546875,0.373046875
79,5,80,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/da368694-2f94-4142-8f56-b664ae4345fb,2025-08-07T16:45:00.887Z,0.41796875,0.017578125,0.01953125,0.0,0.01953125,0.0,0.001953125,0.0029296875,0.013671875,0.0048828125,0.0,0.0,0.0068359375,0.0009765625,0.0048828125,0.0126953125,0.0126953125,0.001953125,0.001953125,0.0029296875,0.0,0.001953125,0.005859375,0.0244140625,0.001953125,0.00390625,0.001953125,0.013671875,0.0048828125,0.0166015625,0.01953125,0.3623046875
80,5,81,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/e2ebd20b-6cf7-42d5-85ae-5f0735461fee,2025-08-07T16:45:01.666Z,0.4150390625,0.0322265625,0.01171875,0.00390625,0.0185546875,0.0009765625,0.0029296875,0.00390625,0.0107421875,0.0078125,0.0,0.0009765625,0.00390625,0.0009765625,0.0048828125,0.0107421875,0.0107421875,0.001953125,0.0029296875,0.0,0.0,0.0029296875,0.0107421875,0.0205078125,0.00390625,0.00390625,0.001953125,0.013671875,0.0009765625,0.0166015625,0.0283203125,0.3515625
81,5,82,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/378634ab-e6b0-424e-9579-69376b2507cc,2025-08-07T16:45:02.636Z,0.412109375,0.0234375,0.0048828125,0.0009765625,0.01953125,0.0048828125,0.001953125,0.0048828125,0.013671875,0.0087890625,0.0,0.001953125,0.00390625,0.0,0.0078125,0.0146484375,0.009765625,0.001953125,0.001953125,0.001953125,0.0009765625,0.0,0.0087890625,0.01953125,0.00390625,0.00390625,0.0009765625,0.017578125,0.0029296875,0.021484375,0.03125,0.349609375
82,5,83,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/ad6f5aaf-a5f5-40d9-a67a-a515bb91d52d,2025-08-07T16:45:03.289Z,0.4189453125,0.0126953125,0.0107421875,0.0,0.0166015625,0.001953125,0.00390625,0.0029296875,0.0224609375,0.0048828125,0.0,0.0,0.0029296875,0.001953125,0.0068359375,0.0087890625,0.0166015625,0.0048828125,0.0009765625,0.005859375,0.0009765625,0.001953125,0.0087890625,0.015625,0.00390625,0.00390625,0.0009765625,0.0185546875,0.0048828125,0.009765625,0.01953125,0.3671875
83,5,84,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/14330a00-97af-4702-958a-65bc9b58423c,2025-08-07T16:45:04.058Z,0.37109375,0.03125,0.0078125,0.001953125,0.0224609375,0.0009765625,0.0009765625,0.0029296875,0.021484375,0.0068359375,0.0,0.0009765625,0.0029296875,0.0029296875,0.005859375,0.0146484375,0.013671875,0.00390625,0.0,0.001953125,0.00390625,0.001953125,0.0107421875,0.0205078125,0.00390625,0.00390625,0.0009765625,0.017578125,0.0029296875,0.017578125,0.0302734375,0.37109375
84,5,85,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/ffaddc68-4afc-4e89-b37b-761340f60b2f,2025-08-07T16:45:04.812Z,0.390625,0.0205078125,0.0078125,0.0029296875,0.0283203125,0.0,0.0029296875,0.0078125,0.0205078125,0.0009765625,0.0029296875,0.0009765625,0.009765625,0.001953125,0.0029296875,0.015625,0.005859375,0.001953125,0.0009765625,0.00390625,0.0009765625,0.001953125,0.005859375,0.01953125,0.0048828125,0.009765625,0.0009765625,0.021484375,0.0009765625,0.0126953125,0.0234375,0.3681640625
85,5,86,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/b8acab82-297d-46e7-8b3e-3770648cba24,2025-08-07T16:45:06.580Z,0.3798828125,0.0166015625,0.01171875,0.001953125,0.0205078125,0.001953125,0.0048828125,0.0009765625,0.0126953125,0.0048828125,0.0009765625,0.0,0.0048828125,0.0009765625,0.0048828125,0.0087890625,0.0126953125,0.0068359375,0.001953125,0.00390625,0.001953125,0.001953125,0.0068359375,0.0185546875,0.0068359375,0.001953125,0.001953125,0.029296875,0.00390625,0.017578125,0.03515625,0.3720703125
86,5,87,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/69f56386-2817-4f06-8f6e-20755c2037ae,2025-08-07T16:45:07.336Z,0.3994140625,0.0166015625,0.00390625,0.0,0.0234375,0.00390625,0.00390625,0.0029296875,0.0126953125,0.0029296875,0.0,0.0009765625,0.0048828125,0.001953125,0.005859375,0.0126953125,0.0146484375,0.00390625,0.0029296875,0.0009765625,0.0009765625,0.001953125,0.005859375,0.0107421875,0.009765625,0.0029296875,0.001953125,0.021484375,0.009765625,0.017578125,0.0224609375,0.3759765625
87,5,88,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/835e277b-b682-4bd8-bec1-0e0fb87804fc,2025-08-07T16:45:08.336Z,0.4267578125,0.0185546875,0.0126953125,0.001953125,0.0166015625,0.0029296875,0.0029296875,0.0048828125,0.013671875,0.001953125,0.0,0.0009765625,0.0068359375,0.001953125,0.0078125,0.015625,0.0107421875,0.0029296875,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0048828125,0.015625,0.0,0.0009765625,0.00390625,0.0185546875,0.0048828125,0.01171875,0.0322265625,0.3525390625
88,5,89,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/835c3f1b-e6c3-4c6a-9634-e0dae19e0dde,2025-08-07T16:45:09.386Z,0.4111328125,0.01953125,0.005859375,0.0009765625,0.01953125,0.0009765625,0.00390625,0.00390625,0.0078125,0.0009765625,0.0009765625,0.0029296875,0.01171875,0.0009765625,0.0029296875,0.021484375,0.017578125,0.0029296875,0.0009765625,0.0,0.0009765625,0.0048828125,0.0048828125,0.021484375,0.0029296875,0.00390625,0.0029296875,0.009765625,0.0009765625,0.0126953125,0.0185546875,0.37890625
89,5,90,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/81a60687-b87c-41a5-aeaf-292fa408f3ee,2025-08-07T16:45:10.013Z,0.40234375,0.015625,0.013671875,0.0029296875,0.021484375,0.0009765625,0.0048828125,0.0,0.017578125,0.001953125,0.0009765625,0.0,0.0126953125,0.0009765625,0.00390625,0.015625,0.01953125,0.00390625,0.0009765625,0.001953125,0.0009765625,0.0029296875,0.01171875,0.025390625,0.0078125,0.0029296875,0.0009765625,0.0205078125,0.00390625,0.01171875,0.01953125,0.349609375
90,5,91,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/77372d4e-d611-4ea9-97b0-5527a01d7f17,2025-08-07T16:45:11.248Z,0.4228515625,0.0205078125,0.0078125,0.00390625,0.0244140625,0.0,0.001953125,0.0048828125,0.0107421875,0.001953125,0.001953125,0.0,0.0107421875,0.0,0.005859375,0.0107421875,0.0107421875,0.001953125,0.0,0.001953125,0.0029296875,0.0009765625,0.0078125,0.015625,0.0029296875,0.0068359375,0.0029296875,0.0126953125,0.00390625,0.0126953125,0.0361328125,0.3515625
91,5,92,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/58300634-d9ff-4332-85ea-fdb308314f37,2025-08-07T16:45:11.947Z,0.4150390625,0.021484375,0.0107421875,0.0029296875,0.0205078125,0.0009765625,0.0068359375,0.001953125,0.01953125,0.0048828125,0.001953125,0.0,0.00390625,0.0,0.0048828125,0.0126953125,0.01953125,0.0048828125,0.0009765625,0.00390625,0.0029296875,0.001953125,0.0078125,0.017578125,0.0048828125,0.001953125,0.001953125,0.0205078125,0.0068359375,0.0126953125,0.021484375,0.341796875
92,5,93,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/d9314598-94f7-481a-b449-6effe862ef63,2025-08-07T16:45:13.330Z,0.3955078125,0.015625,0.01171875,0.0029296875,0.0126953125,0.0009765625,0.00390625,0.0009765625,0.015625,0.005859375,0.0009765625,0.0,0.0087890625,0.001953125,0.0068359375,0.017578125,0.01171875,0.0009765625,0.0,0.0009765625,0.0009765625,0.001953125,0.0078125,0.0263671875,0.00390625,0.0029296875,0.001953125,0.021484375,0.00390625,0.0126953125,0.03125,0.369140625
93,5,94,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/f6636b76-f140-4b2c-b11b-023de18396d9,2025-08-07T16:45:13.705Z,0.4072265625,0.009765625,0.009765625,0.0048828125,0.03125,0.0009765625,0.0009765625,0.0009765625,0.0146484375,0.0029296875,0.001953125,0.0009765625,0.0048828125,0.0029296875,0.001953125,0.009765625,0.025390625,0.001953125,0.00390625,0.0029296875,0.0009765625,0.001953125,0.0087890625,0.017578125,0.0078125,0.0087890625,0.0009765625,0.01171875,0.0029296875,0.0146484375,0.01171875,0.3720703125
94,5,95,2,1024,Ankaa-3,arn:aws:braket:us-west-1:745438739765:quantum-task/66a70ea7-0262-4e4a-baa8-c84d45f28204,2025-08-07T16:45:14.321Z,0.412109375,0.015625,0.01171875,0.0009765625,0.021484375,0.0029296875,0.005859375,0.0048828125,0.0126953125,0.00390625,0.0,0.0009765625,0.00390625,0.0009765625,0.005859375,0.0078125,0.013671875,0.0048828125,0.001953125,0.0048828125,0.00390625,0.0009765625,0.009765625,0.013671875,0.0068359375,0.00390625,0.0029296875,0.021484375,0.0078125,0.0185546875,0.017578125,0.35546875
